Resolution,1920,1080,Distance,57,Width,47.8,Subject,ACT-05208452X,Test,CC9-04202018-133038,Calibration,CC9-04202018-133038
394,-22.4265,12.5879,-22.3212,12.7959,0.0432641,1.5776,-0.105315,-0.208055,12507.9,-22.3951,12.6371,0
403,-22.4302,12.5697,-22.3212,12.7959,-0.403458,-2.02408,-0.108946,-0.226272,12505.8,-22.4481,12.5522,0
413,-22.4272,12.5677,-22.3212,12.7959,0.295437,-0.196768,-0.105992,-0.22824,12504.5,-22.4365,12.5452,0
422,-22.438,12.55,-22.3212,12.7959,-1.19594,-1.96764,-0.116755,-0.245948,12503.9,-22.3853,12.6303,0
434,-22.4302,12.5364,-22.3212,12.7959,0.645886,-1.13459,-0.109004,-0.259563,12503.3,-22.394,12.5044,0
441,-22.4353,12.5128,-22.3212,12.7959,-0.726596,-3.37429,-0.114091,-0.283184,12502.6,-22.4856,12.504,0
453,-22.4607,12.4888,-22.3212,12.7959,-2.11124,-1.99825,-0.139425,-0.307162,12503,-22.3946,12.4437,0
466,-22.506,12.4679,-22.3212,12.7959,-3.48452,-1.60872,-0.184724,-0.328076,12505.2,-22.5283,12.548,0
474,-22.5259,12.4421,-22.3212,12.7959,-2.49831,-3.21644,-0.204711,-0.353807,12509.2,-22.5315,12.3922,0
486,-22.5272,12.441,-22.3212,12.7959,-0.103883,-0.0909353,-0.205957,-0.354899,12514.7,-22.5448,12.3761,0
494,-22.5371,12.4411,-22.3212,12.7959,-1.23947,0.00440693,-0.215873,-0.354863,12522.9,-22.4855,12.4359,0
506,-22.5289,12.4408,-22.3212,12.7959,0.684308,-0.0214717,-0.207661,-0.355121,12536.6,-22.5619,12.5028,0
515,-22.5256,12.4552,-22.3212,12.7959,0.363679,1.59918,-0.204388,-0.340728,12556,-22.5459,12.4573,0
525,-22.5246,12.4565,-22.3212,12.7959,0.0972283,0.129664,-0.203416,-0.339432,12573.9,-22.5097,12.4486,0
533,-22.5061,12.4576,-22.3212,12.7959,2.32147,0.139978,-0.184844,-0.338312,12583.6,-22.4695,12.452,0
545,-22.4511,12.4488,-22.3212,12.7959,4.58035,-0.731451,-0.12988,-0.347089,12586.8,-22.3521,12.562,0
553,-22.2746,12.4286,-22.3212,12.7959,22.0588,-2.52991,0.0465903,-0.367329,12588.2,-22.1356,12.4285,0
565,-21.9594,12.3565,-22.3212,12.7959,26.2663,-6.01031,0.361786,-0.439452,12590.1,-21.7694,12.2918,0
573,-21.763,12.3379,-22.3212,12.7959,24.5559,-2.32882,0.558233,-0.458083,12592.2,-21.8407,11.9318,0
585,-21.6259,12.3249,-22.3212,12.7959,11.4219,-1.08294,0.695296,-0.471078,12594.5,-20.9709,10.4066,0
596,-21.3552,12.3205,-22.3212,12.7959,24.6144,-0.391878,0.966054,-0.475389,12601.3,-21.2043,12.497,0
606,-21.1643,12.4259,-22.3212,12.7959,19.0896,10.5322,1.15695,-0.370066,12623.4,-21.1515,12.3617,0
614,-21.1094,12.4996,-22.3212,12.7959,6.86451,9.21028,1.21187,-0.296384,12667.6,-21.086,12.5342,0
627,-21.0779,12.5657,-22.3212,12.7959,2.41941,5.08783,1.24332,-0.230242,12722.7,-21.0431,12.7139,0
634,-21.0538,12.5986,-22.3212,12.7959,3.44495,4.70176,1.26743,-0.19733,12770.4,-20.9852,12.7497,0
645,-21.0015,12.6567,-22.3212,12.7959,4.75665,5.28404,1.31976,-0.139206,12806,-20.9368,12.6934,0
655,-20.9578,12.6954,-22.3212,12.7959,4.3707,3.86233,1.36346,-0.100582,12835.7,-20.9297,12.5593,0
666,-20.9335,12.7031,-22.3212,12.7959,2.20511,0.705139,1.38772,-0.0928258,12862.7,-20.9489,12.6921,0
674,-20.9174,12.7029,-22.3212,12.7959,2.01025,-0.0265167,1.4038,-0.0930379,12885.8,-20.9332,12.727,0
686,-20.9125,12.7249,-22.3212,12.7959,0.413592,1.83532,1.40876,-0.071014,12904.7,-20.878,12.7617,0
694,-20.9122,12.7259,-22.3212,12.7959,0.0388754,0.119797,1.40908,-0.0700556,12921.7,-20.8144,12.9434,0
705,-20.9087,12.726,-22.3212,12.7959,0.311287,0.01195,1.4125,-0.0699242,12938.1,-20.9347,12.9538,0
717,-20.8939,12.7346,-22.3212,12.7959,1.23926,0.71449,1.42737,-0.0613503,12952.9,-20.8699,12.6513,0
725,-20.8971,12.7223,-22.3212,12.7959,-0.404013,-1.53478,1.42414,-0.0736285,12963.7,-20.8213,12.6401,0
737,-20.9414,12.7198,-22.3212,12.7959,-3.69533,-0.212736,1.37979,-0.0761814,12970,-20.9055,12.7292,0
745,-21.2295,12.7365,-22.3212,12.7959,-36.0086,2.09605,1.09173,-0.059413,12973.3,-21.5133,12.9382,0
757,-21.797,12.7928,-22.3212,12.7959,-47.2948,4.68791,0.524189,-0.00315805,12976,-22.2395,12.8372,0
765,-22.0737,12.8231,-22.3212,12.7959,-34.5835,3.79358,0.247521,0.0271906,12979.7,-22.0772,12.792,0
779,-22.0979,12.8126,-22.3212,12.7959,-1.72976,-0.750782,0.223304,0.0166797,12984.4,-22.1479,12.7093,0
787,-22.0985,12.812,-22.3212,12.7959,-0.0754486,-0.0800876,0.222701,0.016039,12990.3,-22.0612,12.8366,0
798,-22.0992,12.8092,-22.3212,12.7959,-0.0575862,-0.255598,0.222067,0.0132274,12999.9,-22.171,12.8771,0
806,-22.1009,12.8094,-22.3212,12.7959,-0.211883,0.031952,0.220372,0.013483,13015.1,-22.0162,12.7651,0
818,-22.1024,12.8141,-22.3212,12.7959,-0.128505,0.392083,0.21883,0.018188,13034.3,-22.1053,12.8117,0
826,-22.1066,12.8103,-22.3212,12.7959,-0.518927,-0.475387,0.214679,0.0143849,13054,-22.1238,12.7739,0
838,-22.1054,12.8168,-22.3212,12.7959,0.0952996,0.537906,0.215822,0.0208398,13074.7,-22.1692,12.837,0
846,-22.1079,12.8048,-22.3212,12.7959,-0.311014,-1.49885,0.213334,0.00884901,13098.2,-22.1086,12.7627,0
858,-22.1134,12.7882,-22.3212,12.7959,-0.455513,-1.38,0.207868,-0.00771093,13123.1,-22.0189,12.8147,0
866,-22.1135,12.7869,-22.3212,12.7959,-0.0169904,-0.167247,0.207732,-0.0090489,13147.2,-22.1078,12.7667,0
878,-22.1113,12.7723,-22.3212,12.7959,0.182599,-1.21477,0.209923,-0.0236262,13170.6,-22.1152,12.7858,0
886,-22.1133,12.7677,-22.3212,12.7959,-0.244156,-0.578766,0.20797,-0.0282563,13192.2,-22.1251,12.7574,0
898,-22.1184,12.7682,-22.3212,12.7959,-0.431328,0.0440837,0.202794,-0.0277273,13210.1,-22.0922,12.7661,0
906,-22.1198,12.7736,-22.3212,12.7959,-0.174025,0.67196,0.201402,-0.0223516,13226.7,-22.1214,12.731,0
918,-22.1196,12.7981,-22.3212,12.7959,0.0199516,2.04575,0.201641,0.00219737,13248.7,-22.1292,12.8288,0
926,-22.1255,12.8233,-22.3212,12.7959,-0.741685,3.14923,0.195708,0.0273912,13278,-22.1365,12.8339,0
938,-22.1356,12.8254,-22.3212,12.7959,-0.843445,0.172408,0.185587,0.0294601,13307.7,-22.1457,12.8618,0
946,-22.1364,12.8248,-22.3212,12.7959,-0.0981558,-0.0686143,0.184801,0.0289112,13331.8,-22.1414,12.8094,0
958,-22.1449,12.8104,-22.3212,12.7959,-0.707028,-1.20558,0.176317,0.0144442,13351.4,-22.196,12.7608,0
970,-22.1565,12.7872,-22.3212,12.7959,-0.967391,-1.93115,0.164708,-0.00872961,13369.7,-22.0364,12.7777,0
978,-22.16,12.7702,-22.3212,12.7959,-0.434579,-2.12286,0.161232,-0.0257125,13390.4,-22.2292,12.7324,0
990,-22.1769,12.7712,-22.3212,12.7959,-1.40695,0.0843123,0.144348,-0.0247007,13415.7,-22.2388,12.7618,0
999,-22.1978,12.7756,-22.3212,12.7959,-2.32945,0.486282,0.123383,-0.0203242,13444.9,-22.1629,12.7656,0
1010,-22.1879,12.8278,-22.3212,12.7959,0.906886,4.7402,0.133359,0.0318179,13476.1,-22.2737,12.8955,0
1018,-22.165,12.8843,-22.3212,12.7959,2.85586,7.06595,0.156206,0.0883455,13503.7,-22.1878,12.8961,0
1030,-22.1504,12.8853,-22.3212,12.7959,1.22184,0.0825065,0.170868,0.0893356,13523.8,-22.1274,12.9094,0
1038,-22.143,12.884,-22.3212,12.7959,0.914776,-0.161894,0.178186,0.0880404,13541.4,-22.1158,12.9051,0
1050,-22.1222,12.8694,-22.3212,12.7959,1.73467,-1.21868,0.199002,0.0734163,13564.4,-22.1279,12.8005,0
1058,-22.1115,12.867,-22.3212,12.7959,1.34083,-0.294922,0.209729,0.0710569,13593.2,-22.1262,12.7741,0
1070,-22.1102,12.8591,-22.3212,12.7959,0.107438,-0.655754,0.211018,0.0631878,13619.8,-22.0877,12.8684,0
1078,-22.1112,12.8539,-22.3212,12.7959,-0.118304,-0.659126,0.210072,0.0579148,13638.1,-22.0766,12.8793,0
1090,-22.1129,12.846,-22.3212,12.7959,-0.148134,-0.65147,0.208294,0.0500972,13650.3,-22.1601,12.8714,0
1098,-22.1179,12.8467,-22.3212,12.7959,-0.623975,0.0806614,0.203302,0.0507425,13660.2,-22.1345,12.8484,0
1110,-22.1202,12.8572,-22.3212,12.7959,-0.192121,0.872621,0.200997,0.061214,13668.9,-22.1308,12.8085,0
1118,-22.1239,12.8426,-22.3212,12.7959,-0.456055,-1.82066,0.197348,0.0466487,13677.6,-22.0847,12.7477,0
1130,-22.1343,12.8292,-22.3212,12.7959,-0.865627,-1.117,0.186961,0.0332447,13687.6,-22.1193,12.8593,0
1138,-22.1888,12.8331,-22.3212,12.7959,-6.82017,0.483583,0.132399,0.0371133,13698.1,-22.3505,12.8417,0
1150,-22.3908,12.8537,-22.3212,12.7959,-16.8299,1.72139,-0.0695589,0.0577701,13707,-22.7702,12.8554,0
1158,-22.5595,12.8699,-22.3212,12.7959,-21.0893,2.02759,-0.238273,0.0739908,13712.8,-22.5789,12.8788,0
1170,-22.5778,12.8685,-22.3212,12.7959,-1.52106,-0.120005,-0.256526,0.0725508,13715.5,-22.5112,12.8758,0
1178,-22.589,12.8646,-22.3212,12.7959,-1.40757,-0.489844,-0.267787,0.068632,13716.1,-22.5955,12.8473,0
1190,-22.5921,12.8525,-22.3212,12.7959,-0.256702,-1.00242,-0.270867,0.056603,13715.6,-22.6531,12.8634,0
1198,-22.5973,12.852,-22.3212,12.7959,-0.650055,-0.0680356,-0.276068,0.0560587,13714,-22.561,12.8021,0
1210,-22.6031,12.8398,-22.3212,12.7959,-0.487094,-1.01255,-0.281913,0.0439082,13710.2,-22.6134,12.8148,0
1222,-22.6069,12.8346,-22.3212,12.7959,-0.316662,-0.438357,-0.285713,0.0386479,13703.2,-22.5937,12.8661,0
1230,-22.6082,12.8287,-22.3212,12.7959,-0.162827,-0.737285,-0.287015,0.0327496,13692.4,-22.6314,12.7817,0
1242,-22.6088,12.8204,-22.3212,12.7959,-0.0447585,-0.68841,-0.287552,0.0244887,13677.7,-22.6333,12.8407,0
1250,-22.5835,12.813,-22.3212,12.7959,3.15915,-0.927878,-0.262279,0.0170657,13658.4,-22.49,12.82,0
1262,-22.5598,12.7973,-22.3212,12.7959,1.9747,-1.30741,-0.238583,0.00137675,13634.6,-22.5739,12.7336,0
1270,-22.5501,12.7957,-22.3212,12.7959,1.2092,-0.197447,-0.228909,-0.000202824,13609.8,-22.5648,12.7587,0
1282,-22.5389,12.7944,-22.3212,12.7959,0.937573,-0.111033,-0.217658,-0.00153523,13587.7,-22.5334,12.8442,0
1290,-22.5389,12.7905,-22.3212,12.7959,0.00491126,-0.488174,-0.217619,-0.00544061,13566.3,-22.5214,12.804,0
1302,-22.5324,12.7834,-22.3212,12.7959,0.533463,-0.58964,-0.211217,-0.0125163,13542.3,-22.568,12.8093,0
1310,-22.5363,12.7395,-22.3212,12.7959,-0.486019,-5.48716,-0.215106,-0.0564135,13518.3,-22.5254,12.6989,0
1322,-22.5487,12.6782,-22.3212,12.7959,-1.02733,-5.10882,-0.227434,-0.117719,13496.2,-22.4918,12.6442,0
1330,-22.5564,12.6632,-22.3212,12.7959,-0.965977,-1.88013,-0.235161,-0.13276,13472.6,-22.5809,12.6281,0
1342,-22.5604,12.663,-22.3212,12.7959,-0.33581,-0.0133281,-0.239191,-0.13292,13446.9,-22.5574,12.6527,0
1350,-22.597,12.667,-22.3212,12.7959,-4.56615,0.492822,-0.27572,-0.128978,13421.5,-22.6876,12.6871,0
1362,-22.619,12.6725,-22.3212,12.7959,-1.8378,0.464647,-0.297774,-0.123402,13398.5,-22.6214,12.7164,0
1370,-22.6184,12.6801,-22.3212,12.7959,0.0729947,0.951263,-0.29719,-0.115792,13380.4,-22.5853,12.6911,0
1382,-22.6174,12.6807,-22.3212,12.7959,0.0877014,0.0432157,-0.296138,-0.115273,13368.3,-22.6355,12.6665,0
1390,-22.5943,12.685,-22.3212,12.7959,2.88973,0.543713,-0.27302,-0.110924,13358.2,-22.5767,12.6767,0
1402,-22.5784,12.6837,-22.3212,12.7959,1.32074,-0.110657,-0.257171,-0.112252,13344,-22.5041,12.6433,0
1410,-22.5748,12.684,-22.3212,12.7959,0.454344,0.0357681,-0.253536,-0.111965,13322.3,-22.5697,12.7059,0
1422,-22.5747,12.6838,-22.3212,12.7959,0.00822255,-0.0122269,-0.253438,-0.112112,13294.5,-22.5823,12.7559,0
1430,-22.5756,12.6792,-22.3212,12.7959,-0.115677,-0.574986,-0.254363,-0.116712,13266.7,-22.6126,12.747,0
1442,-22.5802,12.6564,-22.3212,12.7959,-0.381908,-1.89832,-0.258946,-0.139492,13245.6,-22.4332,12.6077,0
1450,-22.5894,12.6088,-22.3212,12.7959,-1.15296,-5.95883,-0.26817,-0.187162,13233.2,-22.5639,12.5597,0
1462,-22.5886,12.5656,-22.3212,12.7959,0.0671876,-3.60125,-0.267363,-0.230377,13225,-22.6191,12.5098,0
1474,-22.5608,12.5609,-22.3212,12.7959,2.3124,-0.392525,-0.239614,-0.235088,13208.7,-22.6838,12.5161,0
1485,-22.4106,12.5647,-22.3212,12.7959,13.6618,0.35253,-0.0893349,-0.23121,13163.9,-22.6345,12.4954,0
1494,-19.6803,12.7843,0,12.7959,303.368,24.3945,-19.6803,-0.0116599,13076.9,-0.240118,13.0657,0
1504,-11.7296,13.1855,0,12.7959,795.063,40.1186,-11.7296,0.389526,12968.8,-0.182815,13.2321,0
1512,-3.38299,13.2705,0,12.7959,1043.33,10.6256,-3.38299,0.474531,12885.4,-0.237831,13.2685,0
1524,-0.347251,13.1551,0,12.7959,252.978,-9.61353,-0.347251,0.359168,12846.2,-0.165781,13.1497,0
1532,-0.194955,13.1498,0,12.7959,19.037,-0.65931,-0.194955,0.353894,12835.4,-0.274689,13.0955,0
1544,-0.166912,13.1486,0,12.7959,2.33692,-0.102326,-0.166912,0.352666,12834.1,-0.0926413,13.1423,0
1553,-0.136356,13.1446,0,12.7959,3.39515,-0.443332,-0.136356,0.348676,12836.2,-0.0714524,13.1681,0
1564,-0.107866,13.1251,0,12.7959,2.58995,-1.7725,-0.107866,0.329179,12843.9,-0.0943,13.1109,0
1572,-0.0989855,13.0592,0,12.7959,1.11011,-8.23499,-0.0989855,0.263299,12859.5,-0.025148,12.9419,0
1585,-0.102179,13.0132,0,12.7959,-0.245683,-3.53896,-0.102179,0.217292,12880.8,-0.0409837,13.0116,0
1593,-0.0967469,13.0111,0,12.7959,0.679066,-0.267361,-0.0967469,0.215153,12903.7,-0.0958237,12.9969,0
1605,-0.0689479,13.0104,0,12.7959,2.31658,-0.0600693,-0.0689479,0.214432,12925.7,-0.114069,13.0174,0
1614,-0.040007,13.0202,0,12.7959,3.21565,1.09348,-0.040007,0.224274,12944.6,0.0165914,13.0463,0
1625,-0.0115318,13.0307,0,12.7959,2.58866,0.952875,-0.0115318,0.234755,12959.5,0.0418401,13.0345,0
1633,0.0153898,13.0383,0,12.7959,3.36519,0.953179,0.0153898,0.242381,12970.7,0.0171904,13.0411,0
1645,0.0170595,13.0449,0,12.7959,0.13915,0.546509,0.0170595,0.248939,12979.8,0.0177868,13.0572,0
1653,0.0171427,13.0451,0,12.7959,0.0103955,0.0340334,0.0171427,0.249211,12989.2,0.0567037,13.0624,0
1665,0.0168013,13.0451,0,12.7959,-0.0284513,-0.00781925,0.0168013,0.249117,12999.1,-0.00307616,13.1475,0
1673,0.00831814,13.0407,0,12.7959,-1.0604,-0.548858,0.00831814,0.244726,13008.4,0.197568,13.0281,0
1685,-0.00706996,12.9871,0,12.7959,-1.28234,-4.45993,-0.00706996,0.191207,13018.1,0.0035251,12.9365,0
1693,-0.0110193,12.9388,0,12.7959,-0.493665,-6.04614,-0.0110193,0.142838,13031.8,-0.0406903,12.8523,0
1705,0.00405485,12.9361,0,12.7959,1.25618,-0.223055,0.00405485,0.140161,13050.9,-0.0538824,12.9375,0
1713,0.00682923,12.9364,0,12.7959,0.346797,0.0351462,0.00682923,0.140443,13072.1,0.0114615,12.8564,0
1725,0.0576747,12.9438,0,12.7959,4.23713,0.622377,0.0576747,0.147911,13092.4,0.178358,12.9611,0
1738,0.126957,12.9538,0,12.7959,5.32939,0.762453,0.126957,0.157823,13112.6,0.170844,12.9492,0
1745,0.130333,12.9592,0,12.7959,0.482302,0.771797,0.130333,0.163226,13132.4,0.228287,12.9824,0
1757,0.130134,12.9624,0,12.7959,-0.0165619,0.267716,0.130134,0.166438,13147.8,0.156494,12.9456,0
1765,0.118104,12.9682,0,12.7959,-1.50381,0.732205,0.118104,0.172296,13157.7,0.0739006,12.9745,0
1777,0.0797282,12.9961,0,12.7959,-3.19796,2.32551,0.0797282,0.200202,13165.5,0.0642775,13.0628,0
1785,0.0813299,13.0387,0,12.7959,0.200212,5.32124,0.0813299,0.242772,13175.4,0.00728254,13.062,0
1796,0.0788963,13.0843,0,12.7959,-0.221232,4.14538,0.0788963,0.288371,13189.1,0.111487,13.1105,0
1804,0.0708684,13.0866,0,12.7959,-1.00348,0.282586,0.0708684,0.290632,13205.2,0.216578,13.1764,0
1816,0.0679096,13.0858,0,12.7959,-0.24657,-0.0619487,0.0679096,0.289888,13220.7,0.0686125,13.1564,0
1824,0.0460829,13.0647,0,12.7959,-2.72833,-2.63872,0.0460829,0.268779,13233.9,-0.0403389,12.9799,0
1836,0.0407457,13.0126,0,12.7959,-0.444766,-4.34593,0.0407457,0.216627,13244.3,-0.0352711,13.0146,0
1844,0.0424151,13.0102,0,12.7959,0.208676,-0.291905,0.0424151,0.214292,13251.8,0.0867931,13.025,0
1856,0.0863542,13.0099,0,12.7959,3.66159,-0.0236578,0.0863542,0.214008,13257.1,0.175003,12.9859,0
1864,0.123477,13.0457,0,12.7959,4.64037,4.47081,0.123477,0.249775,13262,0.159609,13.0834,0
1876,0.127743,13.0793,0,12.7959,0.3555,2.79617,0.127743,0.283329,13268.5,0.151704,13.1005,0
1884,0.128015,13.0882,0,12.7959,0.0339424,1.11837,0.128015,0.292276,13278.5,0.00116342,13.0725,0
1896,0.11542,13.0894,0,12.7959,-1.04953,0.0989699,0.11542,0.293463,13292.1,0.0539482,13.1032,0
1904,0.0793267,13.099,0,12.7959,-4.51172,1.20079,0.0793267,0.30307,13306.1,-0.0122092,13.15,0
1916,0.0704902,13.116,0,12.7959,-0.736377,1.41716,0.0704902,0.320076,13320.2,0.130591,13.0814,0
1924,0.0518731,13.1294,0,12.7959,-2.32713,1.67464,0.0518731,0.333473,13339.1,0.0188745,13.1794,0
1938,0.0319867,13.1299,0,12.7959,-1.42046,0.0321913,0.0319867,0.333923,13364.2,0.0841693,13.1713,0
1944,0.0279775,13.1077,0,12.7959,-0.668211,-3.69741,0.0279775,0.311739,13386.9,0.0916887,13.0855,0
1956,-0.00503387,13.0689,0,12.7959,-2.75094,-3.22891,-0.00503387,0.272992,13400.3,-0.0258653,13.009,0
1964,-0.0273321,13.0009,0,12.7959,-2.78728,-8.50796,-0.0273321,0.204928,13407.1,-0.0393479,12.9552,0
1976,-0.0286686,12.9931,0,12.7959,-0.111372,-0.648141,-0.0286686,0.197151,13413.4,0.00878752,12.9856,0
1988,-0.0273423,12.9928,0,12.7959,0.110522,-0.0225983,-0.0273423,0.19688,13421.3,-0.0372876,12.9429,0
1996,0.00500218,12.9926,0,12.7959,4.04306,-0.0295125,0.00500218,0.196643,13429.9,0.046541,13.0743,0
2008,0.0467438,13.0188,0,12.7959,3.47847,2.18796,0.0467438,0.222899,13438.1,0.254824,12.9979,0
2016,0.0678183,13.0672,0,12.7959,2.63431,6.04755,0.0678183,0.271279,13444.4,0.0726969,13.1036,0
2028,0.0725595,13.0969,0,12.7959,0.3951,2.47436,0.0725595,0.300972,13448.9,0.0912409,13.0955,0
2036,0.107551,13.0968,0,12.7959,4.37395,-0.0131614,0.107551,0.300866,13452.5,0.177739,13.0519,0
2048,0.108022,13.1,0,12.7959,0.0392237,0.26599,0.108022,0.304058,13456.1,-0.00848401,13.2301,0
2056,0.0750664,13.0985,0,12.7959,-4.11942,-0.191466,0.0750664,0.302527,13459.2,0.165883,13.0899,0
2068,0.0206645,13.1072,0,12.7959,-4.53349,0.731061,0.0206645,0.311299,13461.5,-0.0473077,13.2529,0
2076,0.018651,13.108,0,12.7959,-0.251689,0.0909676,0.018651,0.312027,13463,0.0114466,13.0955,0
2088,0.0251219,13.1068,0,12.7959,0.539238,-0.0959869,0.0251219,0.310875,13464.1,0.0222433,13.1306,0
2096,0.0262862,13.1064,0,12.7959,0.145538,-0.0510325,0.0262862,0.310467,13465.2,0.0363424,13.0523,0
2108,0.0463038,13.0981,0,12.7959,1.66814,-0.689826,0.0463038,0.302189,13466.3,0.0897044,13.108,0
2116,0.0480312,13.0937,0,12.7959,0.21592,-0.548705,0.0480312,0.297799,13467.2,0.0829589,13.0288,0
2128,0.0746014,13.0814,0,12.7959,2.21419,-1.0299,0.0746014,0.285441,13467.9,0.0991735,13.1032,0
2136,0.086419,13.0708,0,12.7959,1.4772,-1.32461,0.086419,0.274844,13468.8,-0.108679,13.0738,0
2148,0.0851273,13.0508,0,12.7959,-0.107642,-1.66375,0.0851273,0.254879,13469.7,0.085154,13.0058,0
2156,0.0813634,13.0352,0,12.7959,-0.470491,-1.94596,0.0813634,0.239311,13470.2,0.0766063,12.9453,0
