Resolution,1920,1080,Distance,57,Width,47.8,Subject,ACT-05208452X,Test,CC9-04202018-132555,Calibration,CC9-04202018-132555
1220,-21.8947,12.5832,-22.3212,12.7959,0.0046302,0.168499,0.426555,-0.212709,14342.3,-21.789,12.5672,0
1232,-21.8951,12.5824,-22.3212,12.7959,-0.0325284,-0.0673001,0.426164,-0.213517,14374.3,-21.9465,12.5948,0
1242,-21.906,12.5627,-22.3212,12.7959,-1.09037,-1.97031,0.41526,-0.23322,14397.5,-21.939,12.6831,0
1252,-21.9472,12.5648,-22.3212,12.7959,-4.11922,0.203919,0.374068,-0.231181,14410.6,-22.272,12.5073,0
1261,-21.9622,12.5531,-22.3212,12.7959,-1.67044,-1.29612,0.359034,-0.242846,14419.7,-21.9414,12.5424,0
1274,-21.9632,12.5519,-22.3212,12.7959,-0.0805678,-0.0922345,0.357987,-0.244045,14432.2,-21.919,12.5739,0
1280,-21.9738,12.5364,-22.3212,12.7959,-1.76129,-2.57942,0.347419,-0.259521,14451.4,-21.996,12.5092,0
1292,-21.9749,12.5353,-22.3212,12.7959,-0.0866889,-0.0965644,0.346379,-0.26068,14476.5,-21.9504,12.5932,0
1300,-21.9881,12.5241,-22.3212,12.7959,-1.65221,-1.39344,0.333161,-0.271827,14503.4,-22.1124,12.4784,0
1312,-21.9916,12.5176,-22.3212,12.7959,-0.291321,-0.54452,0.329665,-0.278362,14528.4,-21.9744,12.5191,0
1320,-22.0021,12.51,-22.3212,12.7959,-1.31656,-0.943945,0.319133,-0.285913,14550.1,-22.1469,12.5112,0
1332,-22.021,12.5035,-22.3212,12.7959,-1.57636,-0.543594,0.300217,-0.292436,14569.3,-22.0025,12.51,0
1340,-22.0336,12.5041,-22.3212,12.7959,-1.57466,0.0738815,0.287619,-0.291845,14587.2,-21.9143,12.5459,0
1352,-22.0342,12.5009,-22.3212,12.7959,-0.0464171,-0.269645,0.287062,-0.295081,14604.2,-22.0467,12.3897,0
1361,-22.022,12.5019,-22.3212,12.7959,1.34756,0.11069,0.29919,-0.294085,14621.8,-22.0419,12.5004,0
1372,-22.0211,12.5014,-22.3212,12.7959,0.0830862,-0.0396977,0.300104,-0.294522,14643.1,-22.0406,12.5133,0
1380,-22.0127,12.4904,-22.3212,12.7959,1.05357,-1.38305,0.308533,-0.305586,14667,-21.955,12.4609,0
1392,-22.0174,12.4896,-22.3212,12.7959,-0.394229,-0.0604259,0.303802,-0.306311,14687.7,-21.8975,12.5479,0
1400,-22.0201,12.4749,-22.3212,12.7959,-0.338341,-1.8413,0.301095,-0.321041,14701.3,-22.0562,12.3922,0
1412,-22.0181,12.4846,-22.3212,12.7959,0.168072,0.811255,0.303112,-0.311306,14711.5,-21.8962,12.4455,0
1421,-22.035,12.492,-22.3212,12.7959,-1.88094,0.819951,0.286184,-0.303927,14724.2,-22.1303,12.4834,0
1432,-22.0358,12.4923,-22.3212,12.7959,-0.0681108,0.0277053,0.285435,-0.303622,14739.4,-22.0333,12.561,0
1440,-22.0357,12.4923,-22.3212,12.7959,0.008854,-0.000758886,0.285505,-0.303628,14753.3,-22.1825,12.6596,0
1452,-22.0333,12.4921,-22.3212,12.7959,0.19996,-0.019198,0.287905,-0.303859,14765.3,-22.6317,12.5662,0
1460,-22.0139,12.4903,-22.3212,12.7959,2.43432,-0.228193,0.307379,-0.305684,14780.4,-22.5219,12.4809,0
1475,-21.977,12.4961,-22.3212,12.7959,2.45733,0.387366,0.344239,-0.299874,14811.8,-22.5121,12.5034,0
1486,-21.7402,12.4922,-22.3212,12.7959,21.5222,-0.351321,0.580984,-0.303738,14889.3,-22.4652,12.5056,0
1493,-16.6665,12.5029,0,12.7959,724.825,1.53483,-16.6665,-0.292994,15037.4,-0.382584,12.9786,0
1503,-6.29592,12.7747,0,12.7959,1037.06,27.1776,-6.29592,-0.0212181,15221.8,-0.432008,13.0939,0
1513,-0.698699,13.0312,0,12.7959,559.722,25.6497,-0.698699,0.235278,15364.7,-0.300708,13.0568,0
1521,-0.435225,13.055,0,12.7959,32.9343,2.96944,-0.435225,0.259034,15431.8,-0.166753,13.089,0
1529,-0.393813,13.0542,0,12.7959,5.17645,-0.100224,-0.393813,0.258232,15450,-0.29726,13.092,0
1541,-0.378685,13.0531,0,12.7959,1.26065,-0.0864497,-0.378685,0.257195,15451.1,-0.379887,13.048,0
1549,-0.37668,13.0404,0,12.7959,0.250608,-1.59241,-0.37668,0.244455,15444.8,-0.312553,13.0309,0
1562,-0.372926,13.0265,0,12.7959,0.288785,-1.07082,-0.372926,0.230535,15430.7,-0.358255,13.0043,0
1572,-0.372518,13.0257,0,12.7959,0.0407931,-0.0795381,-0.372518,0.229739,15411.8,-0.466965,12.9262,0
1581,-0.366779,13.0202,0,12.7959,0.637672,-0.605994,-0.366779,0.224285,15393.2,-0.367002,12.9681,0
1593,-0.362408,13.003,0,12.7959,0.364225,-1.43862,-0.362408,0.207022,15373.8,-0.502687,13.094,0
1601,-0.34651,12.999,0,12.7959,1.98735,-0.491824,-0.34651,0.203087,15348.6,-0.294898,13.0752,0
1613,-0.315847,13.0079,0,12.7959,2.55526,0.742473,-0.315847,0.211997,15316.8,-0.288261,12.9639,0
1623,-0.314435,13.0095,0,12.7959,0.141175,0.161365,-0.314435,0.213611,15283,-0.294159,13.0095,0
1635,-0.314512,13.0095,0,12.7959,-0.00646029,-0.0016427,-0.314512,0.213591,15251.6,-0.441635,13.0122,0
1642,-0.317442,13.008,0,12.7959,-0.418579,-0.222167,-0.317442,0.212036,15221.2,-0.267588,13.0033,0
1653,-0.342163,13.0108,0,12.7959,-2.24731,0.254704,-0.342163,0.214838,15186.6,-0.375208,13.0343,0
1661,-0.349475,13.0184,0,12.7959,-0.914041,0.949106,-0.349475,0.22243,15145.7,-0.328773,12.9442,0
1673,-0.34977,13.0184,0,12.7959,-0.0245864,0.00473439,-0.34977,0.222487,15104.2,-0.391008,13.0589,0
1683,-0.350373,13.0114,0,12.7959,-0.0603034,-0.705472,-0.350373,0.215433,15066.8,-0.348901,13.0726,0
1695,-0.353416,12.9914,0,12.7959,-0.25355,-1.66749,-0.353416,0.195423,15030.7,-0.321721,12.9958,0
1701,-0.354066,12.9902,0,12.7959,-0.108414,-0.194598,-0.354066,0.194255,14993.6,-0.323693,12.9801,0
1713,-0.353447,12.9824,0,12.7959,0.0516094,-0.652059,-0.353447,0.18643,14957.6,-0.382377,12.9881,0
1722,-0.348035,12.9682,0,12.7959,0.601363,-1.57912,-0.348035,0.172218,14925,-0.398155,12.9314,0
1733,-0.348628,12.9545,0,12.7959,-0.0539589,-1.24528,-0.348628,0.15852,14896.1,-0.331294,12.8941,0
1743,-0.343667,12.9534,0,12.7959,0.496144,-0.107848,-0.343667,0.157442,14870.2,-0.298399,12.9161,0
1755,-0.315618,12.9448,0,12.7959,2.33742,-0.711535,-0.315618,0.148903,14844,-0.333648,12.9519,0
1761,-0.295614,12.944,0,12.7959,3.33398,-0.143742,-0.295614,0.148041,14814.1,-0.180965,12.9968,0
1774,-0.27863,12.9469,0,12.7959,1.30642,0.223398,-0.27863,0.150945,14783.3,-0.293685,12.937,0
1784,-0.266685,12.9504,0,12.7959,1.19453,0.351759,-0.266685,0.154463,14758.5,-0.231625,12.9493,0
1794,-0.266098,12.9518,0,12.7959,0.0587015,0.136672,-0.266098,0.155829,14741.6,-0.200686,12.9561,0
1802,-0.267445,12.9519,0,12.7959,-0.168322,0.0182551,-0.267445,0.155975,14727.7,-0.311953,12.9123,0
1813,-0.298186,12.954,0,12.7959,-2.79464,0.191303,-0.298186,0.15808,14712.8,-0.425537,12.9576,0
1821,-0.299536,12.9541,0,12.7959,-0.168831,0.0115605,-0.299536,0.158172,14696.3,-0.393669,12.9594,0
1833,-0.299406,12.9541,0,12.7959,0.0109045,-0.000366809,-0.299406,0.158168,14679.9,-0.265523,12.9345,0
1845,-0.29451,12.9538,0,12.7959,0.407928,-0.0228739,-0.29451,0.157893,14666,-0.259539,13.0065,0
1853,-0.250086,12.9498,0,12.7959,5.55304,-0.49887,-0.250086,0.153902,14655.3,-0.233307,12.958,0
1865,-0.231214,12.9492,0,12.7959,1.57269,-0.056183,-0.231214,0.153228,14647,-0.22538,12.9047,0
1873,-0.215248,12.9506,0,12.7959,1.99567,0.177543,-0.215248,0.154649,14638.2,-0.198844,12.9185,0
1885,-0.123002,12.9592,0,12.7959,7.68722,0.717761,-0.123002,0.163262,14627.2,-0.0354757,13.023,0
1893,0.00764186,13.0262,0,12.7959,16.3305,8.37495,0.00764186,0.230261,14615.4,0.354821,13.2721,0
1905,0.123302,13.0526,0,12.7959,9.63832,2.20246,0.123302,0.256691,14605.8,0.13796,13.0233,0
1913,0.17829,13.052,0,12.7959,6.87353,-0.0749458,0.17829,0.256091,14599.2,0.262885,13.1428,0
1925,0.210614,13.0487,0,12.7959,2.69365,-0.277406,0.210614,0.252762,14594.8,0.294621,13.0146,0
1933,0.220471,12.9965,0,12.7959,1.23213,-6.5243,0.220471,0.200568,14592.7,0.154187,12.9718,0
1945,0.220762,12.9931,0,12.7959,0.0242509,-0.287143,0.220762,0.197122,14592.1,0.178957,12.955,0
1953,0.217605,12.9664,0,12.7959,-0.394538,-3.3342,0.217605,0.170449,14592.5,0.254536,12.9216,0
1965,0.190678,12.9553,0,12.7959,-2.24393,-0.923692,0.190678,0.159364,14594.8,0.342582,13.1383,0
1973,0.216713,12.9542,0,12.7959,3.25432,-0.13437,0.216713,0.158289,14601.7,0.0577422,12.9232,0
1985,0.218771,12.96,0,12.7959,0.171484,0.478941,0.218771,0.164037,14615.8,0.0371471,12.9122,0
1993,0.229121,12.9599,0,12.7959,1.29386,-0.0105044,0.229121,0.163953,14633.8,0.271791,12.9726,0
2005,0.23951,12.9603,0,12.7959,0.86568,0.0354915,0.23951,0.164378,14649.1,0.240594,12.9834,0
2015,0.241238,12.978,0,12.7959,0.172804,1.76358,0.241238,0.182014,14658.6,0.23713,12.9078,0
2027,0.241755,12.985,0,12.7959,0.0430711,0.588138,0.241755,0.189072,14665.5,0.119078,12.9929,0
2035,0.242855,12.9994,0,12.7959,0.137521,1.79365,0.242855,0.203421,14675.7,0.280317,13.1253,0
2046,0.246862,13.0386,0,12.7959,0.36428,3.57114,0.246862,0.242704,14691.9,0.169199,13.0345,0
2055,0.247818,13.0721,0,12.7959,0.106236,3.72053,0.247818,0.276188,14709.7,0.536795,13.1802,0
2065,0.211748,13.0814,0,12.7959,-3.60702,0.930034,0.211748,0.285489,14722.3,0.324229,13.0035,0
2073,0.16992,13.1138,0,12.7959,-5.22851,4.05234,0.16992,0.317907,14729.3,-0.154854,13.116,0
2085,0.0995639,13.1174,0,12.7959,-5.86298,0.292267,0.0995639,0.321415,14735.8,0.00883748,13.207,0
2097,0.0239736,13.1174,0,12.7959,-6.2992,0.0051473,0.0239736,0.321476,14746.6,0.0223747,13.1757,0
2105,0.0114742,13.1294,0,12.7959,-1.56243,1.49893,0.0114742,0.333468,14761.7,0.0210744,12.9653,0
2117,0.0122665,13.1401,0,12.7959,0.0660257,0.892633,0.0122665,0.344179,14776.6,-0.0863293,13.0592,0
2125,0.0252292,13.1393,0,12.7959,1.62034,-0.106714,0.0252292,0.343326,14788.1,-0.0214944,13.1061,0
2137,0.0906051,13.1177,0,12.7959,5.44799,-1.79925,0.0906051,0.321735,14798.6,0.158499,13.1863,0
2147,0.149906,13.129,0,12.7959,5.93014,1.13001,0.149906,0.333035,14810.3,0.156282,13.2093,0
2159,0.152391,13.1295,0,12.7959,0.207085,0.0449349,0.152391,0.333574,14823.3,0.227579,13.1254,0
2167,0.151353,13.1295,0,12.7959,-0.129865,0.00420674,0.151353,0.333608,14836.9,0.199286,13.133,0
2177,0.12521,13.1304,0,12.7959,-2.61423,0.0846042,0.12521,0.334454,14848.8,0.00663162,13.1315,0
